folder,filename,stt_transcription,llm_response,timestamp,tts_file_path,reference_text,wer_score,cer_score
A,2306_Audio13.wav,jelaskan step by step cara booking flight kecuda secara online,"Ini step-by-step booking flight ke Jeddah, *ya akhi/ukhti*:  1. **Open booking app/web** pilihanmu. 2. **Input destination** to Jeddah (JED) or Madinah (MED). 3. **Select flight & dates** yang *munasib* (sesuai). 4. **Fill in passenger details** sesuai *passport*. 5. **Complete payment** *fauran* (segera). 6. **Receive e-ticket**. *Alhamdulillah*, ready for *Ibadah*!",2026-05-20T20:24:40.711746,data/results_tts/res_2306_Audio13.wav,Jelaskan step by step cara booking flight ke Jeddah secara online,0.1818,0.0769
A,2306_Audio14.wav,Hau untuk prepare dokumen umrah dari Indonesia dengan benar.,"Bismillah, let's start! Ini checklist-nya: 1. **Passport**: Valid minimal 6 months. 2. **Vaccination Certificate**: Meningitis & COVID-19 (mandatory). 3. **Visa Umrah**: Process via travel agent/apps. 4. **Photo**: Background putih, recent. 5. **Booking Confirmation**: Ticket & hotel vouchers. Make sure everything is *complete* and *ready*. Jazakallah khair!",2026-05-20T20:25:02.781411,data/results_tts/res_2306_Audio14.wav,How to prepare dokumen umrah dari Indonesia dengan benar,0.3333,0.125
A,2306_Audio15.wav,tolong buat checklist persiapan umrah termasuk barang wajib di bawah,"Ready! Here's your *checklist persiapan Umrah*, inshaAllah: 📄 **Documents**: Passport, Visa, Ticket, Vaccination cert. (Wajib!) 👕 **Clothing**: Kain Ihram (for men), Abaya/Mukena (for women), comfortable sandals. 💊 **Health & Personal**: Personal meds, skincare, toiletries. *Stay healthy ya!* 🔌 **Electronics**: Powerbank, Universal adapter, Saudi SIM card. 💰 **Others**: Saudi Riyal (cash), Prayer mat, Small bag for *Tawaf & Sa'i*. *Safe journey! Fi Amanillah!* ✈️🕋",2026-05-20T20:25:36.640371,data/results_tts/res_2306_Audio15.wav,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa,0.2222,0.0303
A,2307_audio01.wav,Aku mau buka flight ke Jodah minggu depan. Bisa bantu schedule?,"Ahlan! Sure, bisa banget. Please send your departure city & preferred date-nya ya, let me check the schedule. InshaAllah!",2026-05-20T20:25:53.607937,data/results_tts/res_2307_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.2727,0.0938
A,2307_audio02.wav,Aku butuh travel umrah simple tapi inklud madina visit,"Ahlan! I got you. Cari *simple package* tapi tetap *include ziarah* Madinah, ya? InshaAllah we'll find the best one for you! 🕋✨",2026-05-20T20:26:15.804688,data/results_tts/res_2307_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.2222,0.0536
A,2307_audio03.wav,"Can you help aku arrange transport dari Cedah ke Madina, Tumuru?","Na'am, sure! Bisa banget. Options-nya: Haramain Train (fast), private car, or bus. Which one you prefer, ya? InshaAllah, I'll help you arrange it!",2026-05-20T20:26:39.981831,data/results_tts/res_2307_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.2727,0.1212
A,2307_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,"Here is the step-by-step guide, *Bismillah*: 1. **Prepare docs**: Passport (min. 6 months validity) & digital photo. 2. **Visit portal**: Buka *ksavisa.sa*. Start your application there. 3. **Fill data**: Isi form carefully. Make sure all info is correct, ya. 4. **Payment**: Pay the visa fee via credit card or online payment. 5. **Done**: Wait for approval, then download your eVisa.  *Jazakallah khair!* Safe travels! 🕋✈️",2026-05-20T20:27:18.699578,data/results_tts/res_2307_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,0.0,0.0
A,2307_audio05.wav,"Ya Aki, Ur Nidu, Bu Flight, ilah jeddah al-usbu al-qadim. Hal bisa bantu aji'd of dal schedule warih rotan mebashi rotan.","Na'am, can do! InshaAllah saya bantu check al-jadwal direct flight round trip. Share your dates, ya!",2026-05-20T20:27:27.984267,data/results_tts/res_2307_audio05.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.8333,0.2241
A,2307_audio06.wav,Uridu Orange Transport Minje Dah ila Madina Kodan,"Sawa! I'll check Orange Transport availability. Min Makkah ila Madinah, right? Wait a moment ya, I'll process it fast!",2026-05-20T20:27:58.716751,data/results_tts/res_2307_audio06.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.625,0.1509
A,2307_audio07.wav,"Book flight ke Jeddah, lalu lanjut ke Madina. Schedul terbaik, kapan?",Ahlan! Best schedule itu around Shawwal or Zulqa'dah to avoid peak crowds. InshaAllah more comfortable & affordable. Jazakallah!,2026-05-20T20:28:18.895761,data/results_tts/res_2307_audio07.wav,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",0.4545,0.0882
A,2307_audio10.wav,"Apa perbedaan, umrah dan haji secara detail dalam Islam?","Basically, Hajj itu *Farḍ* (obligatory) once in a lifetime if you are able, while Umrah is *Sunnah* and can be done anytime (*kapan saja*). Differences-nya: 1. **Timing**: Hajj only during *Ashhur al-Hajj* (Dzulhijjah), but Umrah is *anytime of the year*. 2. **Rituals**: Umrah is shorter (Ihram, Tawaf, Sa'i, Tahallul). Hajj is more complex, adding *Wukuf* in Arafat, staying in Muzdalifah, and *Ramy al-Jamarat*. 3. **Status**: Hajj is one of the *Arkan al-Islam* (pillars of Islam), Umrah is a highly recommended act of worship. *Wallahu a'lam.*",2026-05-20T20:28:51.232353,data/results_tts/res_2307_audio10.wav,Apa perbedaan umrah dan hajj secara detail dalam Islam,0.3333,0.0556
A,2307_audio15.wav,Tolong buat checklist persiapan umurah termasuk barang wajib di bawah,"*Ahlan! Here is your quick Umrah checklist, ya:* **1. Documents (Al-Waraqāt) 📄** * Passport & Visa. * Vaccination certificate. * Flight tickets & hotel voucher. **2. Clothing (Al-Malābis) 👕** * Ihram (for men) & Gamis/Hijab (for women). * Comfortable walking shoes & sandals. * Undergarments & socks. **3. Health & Hygiene (As-Sihhah) 💊** * Personal medicine & vitamins. * Non-fragrance soap/lotion (for Ihram). * Masks & hand sanitizer. **4. Prayer Tools (Al-Ibadah) 🤲** * Travel prayer mat (Sajadah). * Dua book / Digital guide. * Small Al-Quran. **5. Electronics 🔌** * Universal adapter. * Powerbank. * Local SIM card/Roaming. *Safe flight and semoga mabrur! Barakallahu feek.* ✨",2026-05-20T20:29:20.586920,data/results_tts/res_2307_audio15.wav,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa,0.3333,0.0455
A,2307_audio17.wav,"Menurut kamu, belajar bahasa Arab itu susah gak untuk pemula.","Enggak kok, it's actually *sahl* (easy) if you enjoy it. Just *bishwaya bishwaya* (little by little) aja, *InshaAllah* pasti bisa!",2026-05-20T20:29:36.602652,data/results_tts/res_2307_audio17.wav,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula,0.2,0.0339
A,2308_audio01.wav,Aku mau book flight ke Jedah minggu depan. Bisa bantu schedule?,"Ahlan! Sure, I can help. InshaAllah. Kirim flight details-nya ya!",2026-05-20T20:29:53.331659,data/results_tts/res_2308_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.1818,0.0312
A,2308_audio02.wav,Aku butuh travel umroh simpel tapi inklud madina fisit,"Ready! I'll find a simple package for you. InshaAllah, include ziarah Madinah. Budget range-nya berapa, ya?",2026-05-20T20:30:11.410129,data/results_tts/res_2308_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.5556,0.125
A,2308_audio03.wav,Can you help aku arrange transport dari Jedah ke Madina tomorrow?,"Akid! Sure, I can help. Mau Haramain Train atau private car? Let me know, ya. InshaAllah!",2026-05-20T20:30:28.012036,data/results_tts/res_2308_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.2727,0.0455
A,2308_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,"Ahlan! Here’s the step-by-step guide to get your *Ta'shirah* (visa): 1. **Pick your visa type**: Tourist eVisa (fastest) or Umrah Visa via Nusuk app. *Takhayyar* based on your needs. 2. **Prepare documents**: Valid passport (min 6 months) & digital photo. *Al-Watha'iq* must be clear. 3. **Online Application**: Go to `visitsaudi.com`, create an account, and fill the form. *Bil-ittifaq* with your passport data. 4. **Payment**: Pay the fee via credit card/online. *Idfa'* immediately. 5. **Approval**: Wait for the email and download your e-visa. *Mabrook!* Ready to go to *Al-Haram*.",2026-05-20T20:31:05.048246,data/results_tts/res_2308_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,0.0,0.0
A,2308_audio05.wav,"Ya, Akhir, Uridu Book Flight Ila Jeddah al-Usbu Al-Qadim, Hal Bisa Bantu Ajida Afdol Schedul Warihalatan Mubashirah?","Na'am, I can help you! Saya carikan the best direct flight for next week. Tafadhal, what is your departure city?",2026-05-20T20:31:25.638997,data/results_tts/res_2308_audio05.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.4444,0.0862
A,2308_audio06.wav,Uridu Arange Transport Minjedah ilah Madina Hauden,"Tayyib, I can help you arrange transport min Jeddah ilal Madinah. Please share dates and number of pax-nya ya. Tafaddal!",2026-05-20T20:31:51.878642,data/results_tts/res_2308_audio06.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.75,0.1509
A,2308_audio12.wav,Bagaimana proses visa Saudi untuk umroh dari Indonesia sekarang?,"Sekarang lebih *simple*, *Alhamdulillah*. You can choose **Tourist Visa** (e-Visa) for faster process or **Umrah Visa** via travel agent. *Taysir* banget, just make sure your passport is *valid*!",2026-05-20T20:32:11.346465,data/results_tts/res_2308_audio12.wav,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,0.2222,0.0317
A,2308_audio13.wav,Jelaskan step by step cara booking flight ke Jeddah secara online,"Here is the step-by-step, *ya akhi/ukhti*: 1. **Open travel app/web**, like Traveloka or Skyscanner. 2. **Search destination** to Jeddah (JED). *Tafaddal* pick the best dates. 3. **Select flight & class** sesuai budget. *InshaAllah* dapat yang affordable! 4. **Fill passenger details**. *Ihzar* your passport carefully, jangan sampai typo. 5. **Proceed to payment**. *Bayyina* it via transfer or credit card. 6. **Receive e-ticket** via email. *Mabrook!* Your flight is booked.",2026-05-20T20:32:37.219477,data/results_tts/res_2308_audio13.wav,Jelaskan step by step cara booking flight ke Jeddah secara online,0.0,0.0
A,2308_audio15.wav,Tolong buat checklist persiapan umrah termasuk barang wajib di bawah.,"Ready, ya! Here is your Umrah checklist. *Bismillah*. 📄 **Documents (Al-Watha'iq):** * Passport & Visa (Must have!) * Vaccination certificate * Flight ticket & Hotel voucher 👕 **Clothing (Al-Malabis):** * Ihram set for men / Abaya & Hijab for women * Comfortable walking shoes & sandals * Underwear & sleepwear 💊 **Health & Toiletries:** * Unscented soap/lotion (for Ihram state) * Personal meds & Vitamins * Toothbrush & toothpaste 🔌 **Electronics & Money:** * Powerbank & Universal adapter * Saudi Riyal (SAR) cash & Credit card * Local SIM card/Roaming plan 📖 **Spiritual Kit:** * Buku doa / Dua book * Travel prayer mat (Sajadah) * Digital Quran *Safe flight and Umrah Maqbula!* 🕋✨",2026-05-20T20:33:11.361950,data/results_tts/res_2308_audio15.wav,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa,0.2222,0.0455
A,2308_audio17.wav,"Menurut kamu, belajar bahasa Arab itu susah gak untuk pemula","Nggak kok, it's actually manageable! Awalnya mungkin feel a bit challenging, tapi kalau niatnya for Umrah, insyaAllah *sahlan* (mudah). Just start with basic phrases, *ya akhi/ukhti*!",2026-05-20T20:33:28.807822,data/results_tts/res_2308_audio17.wav,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula,0.1,0.0169
A,2309_audio01.wav,Aku mau buk fly ke jadah minggu depan. Bisa bantu schedule.,"Ahlan! Sure, bisa banget. Send me your preferred dates & airline, nanti aku arrange schedule-nya. InsyaAllah lancar. Tafaddal!",2026-05-20T20:33:57.205081,data/results_tts/res_2309_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.4545,0.1562
A,2309_audio02.wav,Aku butuh travel umrah simple tapi inklud Medina Visit,"Siaap! I'll find a simple package yang tetap include *Ziarah* Medina. *InshaAllah*, budget-friendly tapi tetap *mubarak*. Mau budget range berapa, *ya habibi*?",2026-05-20T20:34:14.245152,data/results_tts/res_2309_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.2222,0.0714
A,2309_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madina tomorrow?,"Na'am, sure! Mau private car atau bus? Berapa person? InshaAllah I'll arrange it for you.",2026-05-20T20:34:35.717863,data/results_tts/res_2309_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.1818,0.0303
A,2309_audio04.wav,Explain step by step cara apply visa Saudi dengan benar.,"Here is the step-by-step guide, *ya akhi/ukhti*: 1. **Prepare *al-mustanadat***: Siapkan documents like passport (valid min. 6 months) & photo background putih. 2. **Visit the Portal**: *Tafaddal*, go to the official KSA Visa portal or e-Visa website if you're eligible. 3. ***Imla'***: Fill out the application form carefully. Make sure no typos, ya! 4. ***Ad-dafa'***: Pay the visa fee via credit card or online payment. 5. **Wait for Approval**: Tunggu proses verifikasi. Once *mabruk* (approved), print your visa.  Insha Allah lancar everything! 🕋✨",2026-05-20T20:35:14.070881,data/results_tts/res_2309_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,0.1,0.0182
A,2309_audio05.wav,"Ya, Aki, mau redo book flag ke la jeddah al-usbu'a al-qadim. Hal bisa bantu Azida after schedule warih latar-mubashirah?","Na'am, I can help you rebook flight ke Jeddah al-usbu'a al-qadim. Please send jadwal flight mubashirah-nya, ya!",2026-05-20T20:35:37.848361,data/results_tts/res_2309_audio05.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.7778,0.2069
A,2309_audio06.wav,Uridu Range Transport Mincedah ilama dinah Wadan,Abshir! I can help you arrange transport min Makkah ila Madinah. Please share date-nya and number of pax. Mau car type apa?,2026-05-20T20:35:58.705250,data/results_tts/res_2309_audio06.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.75,0.1698
A,2309_audio08.wav,Uridu schedule trip dari Jedah ke Mekah besok pagi,Tafaddal! I'll check the schedule for you. Besok pagi ya? Do you prefer Haramain Train or private car? InshaAllah ready!,2026-05-20T20:36:16.391239,data/results_tts/res_2309_audio08.wav,Uridu schedule trip dari Jeddah ke Makkah besok pagi,0.2222,0.0577
A,2309_audio12.wav,bagaimana proses visa Saudi untuk umroh dari Indonesia sekarang?,"Sekarang prosesnya *very simple*, ya! Ada beberapa options: 1. **Visa Umrah**: Apply via travel agent/provider. 2. **Tourist Visa (e-Visa)**: Online, *sari'* (fast), but check eligibility. 3. **Stopover Visa**: If you fly with Saudia/Flynas. Check *Nusuk App* for more details. *Barakallahu feek!*",2026-05-20T20:36:38.643252,data/results_tts/res_2309_audio12.wav,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,0.2222,0.0317
A,2309_audio15.wav,Tolong buat checklist persiapan umroh termasuk barang wajib di bawah.,Ahlan wa Sahlan! Here is your quick checklist for Umrah: **📄 Documents (Wajib!)** * Passport & Visa. * Vaccination certificate. * Ticket & Hotel voucher. **👗 Clothing & Gear** * Kain Ihram (for men) / Mukena & Hijab (for women). * Comfortable shoes/sandals for Tawaf & Sa'i. * Modest daily wear (pakaian sopan). **💊 Health & Toiletries** * Personal medicines & vitamins. * Fragrance-free soap/deodorant (for Ihram). * Sunscreen & lip balm. **🔌 Electronics** * Power bank & Universal adapter. * Saudi SIM card / Roaming plan. **📖 Spiritual Tools** * Small Al-Qur'an & Buku Doa. * Tasbih & Sajadah travel. **💵 Money** * Cash (Saudi Riyal) & Debit/Credit Card. Safe flight and semoga mabrur! *Fi Amanillah.* 🕋✨,2026-05-20T20:37:09.913329,data/results_tts/res_2309_audio15.wav,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa,0.3333,0.0606
A,2309_audio17.wav,Menurut kamu belajar bahasa rap itu susah gak untuk pemula?,"A bit challenging sih, but insha Allah bisa if you're consistent. Just need more *sabr* and practice!",2026-05-20T20:37:27.986540,data/results_tts/res_2309_audio17.wav,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula,0.2,0.0508
A,2310_Audio01.wav,"Aku mau book flight ke jenlah minggu depan, misalkan bantu schedule","Ahlan! Sure, saya bantu check schedule flight ke Jeddah. Prefer jam berapa? InshaAllah we can fix it quickly! ✈️🕋",2026-05-20T20:37:43.525849,data/results_tts/res_2310_Audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.2727,0.125
A,2310_Audio02.wav,Aku butuh travel umrah simple tapi inklud madina visit,"Siap! We have *budget-friendly* packages, *InshaAllah* udah include *Ziyarah* Madinah. Check our *simple plan* ya! 🕋✨",2026-05-20T20:38:00.670140,data/results_tts/res_2310_Audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.2222,0.0536
